iso3,intervention,e.ATT,e.ATT.hi,e.ATT.lo,e.ATTinc,e.ATTinc.hi,e.ATTinc.lo,e.ATTprev,e.ATTprev.hi,e.ATTprev.lo,e.cases,e.cases.hi,e.cases.lo,e.deathinc,e.deathinc.hi,e.deathinc.lo,e.deathprev,e.deathprev.hi,e.deathprev.lo,e.deaths,e.deaths.hi,e.deaths.lo,e.hhc,e.hhc.hi,e.hhc.lo,e.incidence,e.incidence.hi,e.incidence.lo,e.IPT,e.IPT.hi,e.IPT.lo,e.LE,e.LE.hi,e.LE.lo,e.LTBI,e.LTBI.hi,e.LTBI.lo,e.prevalent,e.prevalent.hi,e.prevalent.lo,household.visits
AIA,Under 5 & HIV+ve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA,Under 5 & HIV+ve & LTBI+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,No intervention,3.19625022573849,3.12466198862294,0,0.7208299466591,0.76004060181271,0,2.47542027907938,2.22595321405223,0,6.96282693158643,14.4079968018249,0,0.313330720414813,0.277093971079791,0,0.953178747716691,0.934664820434133,0,1.2665094681315,1.26603093228213,0,0,0,0,1.63000546885519,3.30032006448695,0,0,0,0,4165.65928815053,9417.17684654992,0,24.4087307487126,40.3358800430693,0,5.33282146273124,9.84630756415323,0,0
ALB,Under 5 & HIV+ve,5.96662625909121,11.0826302598918,0,0.633804796359979,0.267037939777817,0,5.33282146273124,9.84630756415323,0,6.51604423013142,12.5553069808883,0,0.153705857408307,0.225565145073156,0,0.0810573688019241,0.100106188874843,0,0.234763226210231,0.401360457411596,0,57.6789169355562,127.094941244904,0,1.18322276740019,1.44141504796897,0,19.2208641811807,0.339793937852286,0,4245.02857046764,9823.296898491,0,24.4087307487126,40.3358800430693,0,5.33282146273124,9.84630756415323,0,402
ALB,Under 5 & HIV+ve & LTBI+,5.60459639701523,10.4468008350925,0,0.271774934283998,0.259442277826788,0,5.33282146273124,9.84630756415323,0,5.95206697738025,11.6463096159957,0,0.120213054194867,0.0957238502922022,0,0.0810573688019241,0.100106188874843,0,0.201270422996791,0.249149585507359,0,57.6789169355562,127.094941244904,0,0.619245514649019,1.04128167067658,0,36.7869393014763,100.580992190636,0,4247.42532760674,9823.296898491,0,24.4087307487126,40.3358800430693,0,5.33282146273124,9.84630756415323,0,402
AND,No intervention,0.00858753319726001,0,0,0.00215890871041588,0,0,0.00642862448684412,0,0,0.0174836528022325,0.0386310612367631,0,0.00063424000350662,0.000144984512289207,0,0.00185127992880259,0.000478772415382617,0,0.00248551993230921,0.0006407792648596,0,0,0,0,0.00437551493978843,0.00789537981161538,0,0,0,0,27.9610557228311,49.5604027285568,0,0.0668198310051258,0.0999404678514893,0,0.0131081378624441,0.0281875075295949,0,0
AND,Under 5 & HIV+ve,0.0146906874211249,0.0301865747667291,0,0.00158254955868083,0,0,0.0131081378624441,0.0281875075295949,0,0.0163301182660001,0.0331901955522678,0,0.000369167497377233,9.19643877269152e-05,0,0.000196879874106557,0.000293214274246299,0,0.00056604737148379,0.000584358071111419,0,0.38835344482512,0.653678012429545,0,0.00322198040355602,0.00333287821853887,0,0.104959713147138,0,0,28.105339254425,50.2056267212014,0,0.0668198310051258,0.0999404678514893,0,0.0131081378624441,0.0281875075295949,0,4
AND,Under 5 & HIV+ve & LTBI+,0.0139167863220714,0.0297960632899176,0,0.000808648459627326,0,0,0.0131081378624441,0.0281875075295949,0,0.0147726147521336,0.0319670102707485,0,0.000243612382253578,5.24417025423145e-05,0,0.000196879874106557,0.000293214274246299,0,0.000440492256360136,0.000509623418004333,0,0.38835344482512,0.653678012429545,0,0.00166447688968955,0.0024911084687416,0,0.154417388521554,0.285096684775978,0,28.1142096774684,50.2056267212014,0,0.0668198310051258,0.0999404678514893,0,0.0131081378624441,0.0281875075295949,0,4
ARE,No intervention,0.254888512985422,0.374428588858758,0,0.0690829488014239,0.0524306097574049,0,0.185805564183998,0.241775669097258,0,0.400446766861424,0.971135862973525,0,0.0145569916997724,0.00642506159351848,0,0.0381617782736779,0.018405834710878,0,0.0527187699734503,0.0254789517363067,0,0,0,0,0.108754122240509,0.20499976962955,0,0,0,0,602.195802301064,1321.77346418089,0,1.4156108001252,2.57068107774411,0,0.291692644620915,0.694286269337563,0,0
ARE,Under 5 & HIV+ve,0.343273993651269,0.803896203544593,0,0.0515813490303539,0.0264186350792937,0,0.291692644620915,0.694286269337563,0,0.367299940827039,0.858152450531328,0,0.00715477296424746,0.00388507911867484,0,0.00485671131363961,0.00598719792650791,0,0.0120114842778871,0.0148927231232046,0,8.31684999919226,17.4075726391215,0,0.0756072962061245,0.0945368500264377,0,2.83395380758416,0.177686448510929,0,605.297072059642,1336.93318506483,0,1.4156108001252,2.57068107774411,0,0.291692644620915,0.694286269337563,0,61
ARE,Under 5 & HIV+ve & LTBI+,0.317517127560742,0.759029088250072,0,0.0258244829398268,0.0137243440542167,0,0.291692644620915,0.694286269337563,0,0.332681761029566,0.805990477433355,0,0.005595611994639,0.00229355475883544,0,0.00485671131363961,0.00598719792650791,0,0.0104523233082786,0.0104038684083841,0,8.31684999919226,17.4075726391215,0,0.0409891164086505,0.0645178239115193,0,3.79112980664839,5.69191189958344,0,605.40712839519,1336.93318506483,0,1.4156108001252,2.57068107774411,0,0.291692644620915,0.694286269337563,0,61
ARG,No intervention,186.935697571397,343.465734601692,5.57236641257407,46.6365459238118,78.7449782444471,2.46075686959482,140.299151647585,238.558159201022,2.87680545188532,198.827636612776,380.882274478865,5.98233303622056,2.63813538492571,3.10554595973196,0.357074652952731,5.57915087751652,4.11075141791164,0.38371144363235,8.21728626244223,7.59849450849373,0.878068507729453,0,0,0,49.7136692350411,88.8424692567506,2.6622830827629,0,0,0,117030.358437473,247185.54525177,2452.4666816844,697.909807773582,1047.22637565462,15.9830720490921,149.113967377735,261.656067040413,3.11548232193992,0
ARG,Under 5 & HIV+ve,182.670643884644,324.77132232435,4.3351738982842,33.5566765069093,30.9904302110999,0.933263323729643,149.113967377735,261.656067040413,3.11548232193992,184.251153719807,327.815114656356,4.40774947275646,1.20355943482611,1.47289672372858,0.130864994472843,2.58861208481483,3.11026585794701,0.303047686044094,3.79217151964094,5.00478975211044,0.508695183456996,1634.3692285654,3278.66074212424,34.9168857384253,35.1371863420723,35.6533041950272,1.00106371534805,526.543327578684,80.8969457923362,24.2359125941652,117363.641411192,248808.085582937,2473.87768139661,697.909807773582,1047.22637565462,15.9830720490921,149.113967377735,261.656067040413,3.11548232193992,9195
ARG,Under 5 & HIV+ve & LTBI+,166.994087435676,303.855953262801,4.3351738982842,17.8801200579407,25.4782740605287,0.933263323729643,149.113967377735,261.656067040413,3.11548232193992,168.169311522302,306.873468949307,4.40774947275646,1.00373787123187,1.10889160002495,0.12297340528835,2.58861208481483,3.11026585794701,0.303047686044094,3.59234995604671,4.58679061471308,0.507520695332206,1634.3692285654,3278.66074212424,34.9168857384253,19.0553441445673,27.4757704221484,1.00106371534805,1034.04634811147,2738.20654613363,31.7454016919389,117377.583655564,248808.085582937,2473.87768139661,697.909807773582,1047.22637565462,15.9830720490921,149.113967377735,261.656067040413,3.11548232193992,9195
ARM,No intervention,3.85556997887685,4.5634566661096,0,0.910028808547119,1.10876489024,0,2.94554117032973,3.17795868326656,0,15.6338564396495,31.7049403916911,0,0.838063417796216,1.20364126045564,0,2.56096785496751,3.78568137000755,0,3.39903127276373,5.24612311082682,0,0,0,0,3.75596667580753,7.29250107391079,0,0,0,0,9097.65299405054,19338.7062379077,0,56.8530580915634,86.5876130600833,0,11.877889763842,21.3781566203255,0,0
ARM,Under 5 & HIV+ve,12.6601988125535,23.0600875243446,0,0.782309048711495,0.392433725115399,0,11.877889763842,21.3781566203255,0,14.6703541860327,27.6998113985875,0,0.467476108382513,0.825189146485591,0,0.18128571082593,0.212726998768674,0,0.648761819208444,1.29039243646073,0,132.735739067009,273.726985154678,0,2.79246442219065,3.19585526903069,0,41.5406262226473,1.61170217335937,0,9298.29411398139,20235.5113288686,0,56.8530580915634,86.5876130600833,0,11.877889763842,21.3781566203255,0,1006
ARM,Under 5 & HIV+ve & LTBI+,12.224860196012,22.1824706914392,0,0.346970432170009,0.368821930421955,0,11.877889763842,21.3781566203255,0,13.3207701281191,25.2864022637513,0,0.326346088796235,0.38877265637957,0,0.18128571082593,0.212726998768674,0,0.507631799622165,0.756135860262609,0,132.735739067009,273.726985154678,0,1.44288036427708,2.31612765330687,0,83.6240007730965,227.787005196928,0,9307.91872440874,20235.5113288686,0,56.8530580915634,86.5876130600833,0,11.877889763842,21.3781566203255,0,1006
ASM,No intervention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASM,Under 5 & HIV+ve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASM,Under 5 & HIV+ve & LTBI+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATG,No intervention,0.0126834014547996,0,0,0.00330489361019794,0,0,0.00937850784460167,0,0,0.0255490240272442,0.0597302355141718,0,0.00106535974841003,0.000223402431591854,0,0.00291886599703658,0.000681033223520111,0,0.00398422574544661,0.000922197017656888,0,0,0,0,0.00667309726098615,0.0124262943681536,0,0,0,0,37.4854476093084,84.7448012376482,0,0.0886615288714922,0.168572626983006,0,0.0188759267662581,0.0440660423384854,0,0
