intervention,iso3,acat,e.ATT,e.ATT.hi,e.ATT.lo,e.ATTinc,e.ATTinc.hi,e.ATTinc.lo,e.ATTprev,e.ATTprev.hi,e.ATTprev.lo,e.cases,e.cases.hi,e.cases.lo,e.deathinc,e.deathinc.hi,e.deathinc.lo,e.deathprev,e.deathprev.hi,e.deathprev.lo,e.deaths,e.deaths.hi,e.deaths.lo,e.hhc,e.hhc.hi,e.hhc.lo,e.incidence,e.incidence.hi,e.incidence.lo,e.IPT,e.IPT.hi,e.IPT.lo,e.LE,e.LE.hi,e.LE.lo,e.LTBI,e.LTBI.hi,e.LTBI.lo,e.prevalent,e.prevalent.hi,e.prevalent.lo
No intervention,TUR,"[5,15)",138.287129058723,264.501633663005,0.0411649695451051,31.004372409369,61.58580035319,0.0254648657287744,107.282756649354,168.002873460614,0.0138131878035361,168.685916379341,330.552633898225,0.04777445728438,1.30441755369316,1.30899539318357,0.00502945337305195,4.5120705425641,4.06757640259352,0.0030549707247599,5.81648809625726,6.0886114493231,0.00951252280492491,0,0,0,37.7972534332287,77.0531806653248,0.0304260859390076,0,0,0,103682.166474683,291561.499282447,11.3290723072963,728.353166874428,1959.85121655883,0.0865186287122266,130.888662946112,210.627632193191,0.0168895406447369
No intervention,TUV,"[0,5)",0.128755470013016,0,0,0.0352107448019757,0,0,0.09354472521104,0,0,0.259482727019732,0.606624681376474,0,0.0169550556536309,0.00368798909304012,0,0.0436564206085228,0.010056911500348,0,0.0606114762621536,0.0141278798994646,0,0,0,0,0.0719006346945469,0.149077941749778,0,0,0,0,134.902623847297,372.357506841274,0,0.598731272216856,1.61809429046474,0,0.187582092325185,0.416153389265587,0
No intervention,TUV,"[5,15)",0.186705841994761,0,0,0.0483333746817422,0,0,0.138372467313019,0,0,0.372842080607662,0.733107769326459,0,0.00742348711460743,0.00201495734782503,0,0.0220903809248092,0.00543716892714499,0,0.0295138680394166,0.00777997394249996,0,0,0,0,0.094850018072772,0.196804853205364,0,0,0,0,220.22557234476,610.958039933442,0,1.59323802699912,4.27151164223165,0,0.27799206253489,0.458099370740284,0
No intervention,TZA,"[0,5)",2082.99986173508,4595.17569094783,45.8501835280271,617.0636199011,1145.65788010149,31.4340960108707,1465.93624183398,2964.98480608412,15.775672193108,2258.55965763344,5195.14310749584,48.1002373792981,45.1062645944145,41.2370150961807,7.06910364177922,96.9030495249414,75.3134345465642,4.71564411521612,142.009314119356,117.256671630955,12.8511674519374,0,0,0,667.689691891538,1319.90288610164,33.0185219881834,0,0,0,1011153.8718801,2769115.60281373,8768.12270108614,5174.48005075194,13748.9526726761,49.2222733641815,1590.8699657419,3356.77650761147,16.8142131652022
No intervention,TZA,"[5,15)",3516.71050984665,6730.99686511643,53.8467308841384,924.987053211223,1827.96355633842,36.1282090220731,2591.72345663543,4143.89946263329,17.0724633626367,3643.48417479564,7177.75029473478,56.1197922864974,18.5378359498184,20.0135171116615,3.59678183550349,41.1831141515432,42.2390481348839,1.90229540915577,59.7209501013616,66.7452440502437,6.2031767116191,0,0,0,960.541251822097,1903.94327576314,38.045821462769,0,0,0,1838549.69585832,5121445.95499029,10369.9561580866,15428.3837736289,40896.5629645477,92.1444012378921,2682.94292297354,4434.64131727246,18.1762889568632
No intervention,UGA,"[0,5)",1148.70370160253,2302.73190952898,36.4333540875451,344.881790486505,591.617238164157,23.0092859112567,803.821911116024,1536.02266364996,12.5435458033168,2025.23680912247,4558.43399025975,60.778642620405,132.310398811475,208.417097800412,18.9557732780776,295.799647547933,525.905578277088,10.885479769177,428.110046359408,800.032937487915,31.8431347911234,0,0,0,608.428082530872,1163.69404534604,40.7905983588625,0,0,0,870000.531618049,2340863.29801044,10345.8145255686,4512.63714615914,11840.7853475453,61.8096381060546,1416.8087265916,2944.00880552171,21.5106535637276
No intervention,UGA,"[5,15)",2057.78891070511,3698.3208401946,43.6809844414375,540.563941659193,954.06360323396,28.0294994425892,1517.22496904592,2297.90860143461,13.6426596017015,2951.62854705748,5847.90013373348,64.4106551771587,49.7831072221352,62.8050586797857,11.2030311497475,121.960820321419,139.462266614721,6.03658111142017,171.743927543554,215.519337533466,19.806489757111,0,0,0,776.32217500698,1486.96170885089,43.3563887039568,0,0,0,1450523.82563772,3975524.65851307,11229.587503435,12078.5069154957,31710.3011652676,104.323736032866,2175.3063720505,3585.18847926703,21.0360119701302
No intervention,UKR,"[0,5)",51.9072068916627,109.090418972952,1.87786101719155,13.5765785801425,24.7133029253166,0.91086404160193,38.3306283115202,76.8566493680611,0.780625399747748,283.441356187953,641.207484128463,10.9429364173304,27.786941135128,51.3907849381177,3.08870016337248,76.3205633702422,158.801904844206,2.7754998155059,104.10750450537,227.592765852343,6.51915163132332,0,0,0,73.8834364119721,143.137503688445,5.35229290277365,0,0,0,142240.281947727,381049.70669837,2497.93284135022,675.625999738349,1768.44281524219,14.2683823331831,209.557919775981,446.763410098954,4.44464353757408
No intervention,UKR,"[5,15)",96.5942220562745,170.286473055048,2.19732519754317,22.7701472004818,41.3471035888233,1.07916263110477,73.8240748557927,109.506792210751,0.836614864029002,445.27773720468,831.566054542959,10.7872156645268,14.4427344202395,23.4544969863338,2.41241027826689,42.3346953841985,63.0561235791153,2.00827120142415,56.7774298044379,99.5782045951567,5.33562033135352,0,0,0,105.256218925768,201.794782882265,5.19973590865698,0,0,0,263774.661119648,715091.314580988,3002.61911106122,2013.35080240906,5252.11670428488,26.9421424841316,340.021518278912,536.861102985183,4.02593591644156
No intervention,URY,"[0,5)",3.14097985478869,7.13295687121379,0.0953026319437397,0.849595204767542,1.41107898224917,0.0439310640872316,2.29138465002115,5.35986142329191,0.0438327769729797,4.72589214052625,11.7558548090404,0.147603488497858,0.222615365126945,0.305476818601016,0.0217960605593612,0.570983332635548,1.11119869939911,0.0227548873297922,0.793598697762492,1.48998364143711,0.0470227816224462,0,0,0,1.27637064266298,2.23690155263781,0.0699609593591228,0,0,0,5604.03933588102,15383.4423402069,110.588473866921,11.4170127125509,26.5707895332579,0.219618662245211,3.44952149786326,8.82889463643822,0.0687182606939988
No intervention,URY,"[5,15)",4.0595681959799,8.88053476987757,0.0781166061439391,1.00351056366047,1.81574154188966,0.0363996069198838,3.05605763231943,6.46767686654853,0.0342135221615556,5.76735690777441,13.7838926921435,0.115468809105472,0.0856396072313829,0.112910000892893,0.0110521923198186,0.229004302435744,0.396594932570015,0.0111691969359298,0.314643909667127,0.539613636550421,0.0244605186302149,0,0,0,1.42871998180879,2.73557318995945,0.0533162875173154,0,0,0,10475.9818407441,28993.2702665019,131.395592981338,26.9489761437715,65.6975399081718,0.327336253406633,4.33863692596562,9.9534837705701,0.0504987577958514
No intervention,USA,"[0,5)",27.1971237007895,62.5968578443906,0,7.03213107171,11.5775130638918,0,20.1649926290795,47.7612252940009,0,35.6858549437998,90.9011326407679,0,1.18777141732193,1.30935168026118,0,3.25957989036672,5.12912455483519,0,4.44735130768865,6.69666983393807,0,0,0,0,9.21903669840257,16.1203827006073,0,0,0,0,43888.4881461667,122266.898756324,0,87.2350367922108,205.025779037493,0,26.4668182453973,68.5292176160612,0
No intervention,USA,"[5,15)",24.6100282001392,54.3625863305889,0,5.93591487561258,11.1230827064782,0,18.6741133245266,39.5301392359146,0,44.100240155252,106.173607245281,0,0.833339366195562,1.36106210633867,0,2.41745082527954,4.99607356874969,0,3.2507901914751,6.92314493383102,0,0,0,0,10.6444024980195,20.0117620522939,0,0,0,0,82690.2309331102,230469.904522735,0,205.068141453127,520.075428986792,0,33.4558376572325,77.5402754045573,0
No intervention,UZB,"[0,5)",104.195222317154,227.617869219386,0.801744904668614,27.3142302698589,49.3271915413201,0.392533764793732,76.8809920472954,157.982988507952,0.329826937593638,229.450391497021,546.155067833221,1.85790082161248,15.2624264210687,29.0519490544372,0.405875328939516,42.4851442708006,88.9616140557077,0.357183685834471,57.7475706918693,131.477524631645,0.827946732939496,0,0,0,60.1411956231114,120.032448417226,0.921552309803572,0,0,0,116766.606375244,327301.761701993,449.256869756555,548.656708969991,1494.49604581248,2.44621328329595,169.309195873909,367.426044497907,0.745025400294268
No intervention,UZB,"[5,15)",174.692093471632,2.62663173698353,0,40.8786277483652,1.50063265211316,0,133.813465723267,1.37156270419605,0,341.222789781338,678.226223849088,1.71498613675169,6.36645685608543,1.81845875739884,0.130043210977521,20.7075326261178,5.318876835535,0.0961781589447302,27.0739894822032,7.27646293854067,0.247546940972932,0,0,0,79.2269181043394,158.891907453337,0.840079600492567,0,0,0,200748.910282959,567803.270138861,517.331212914809,1518.40936007597,4093.40136701411,4.33405716949919,261.995871676999,418.971109093634,0.616072638445505
No intervention,VCT,"[0,5)",0.0383123843118827,0,0,0.0102437078273399,0,0,0.0280686764845429,0,0,0.080808086909663,0.185167479427915,0,0.00521259051063656,0.00111984558477831,0,0.0142622405947117,0.00307139494576922,0,0.0194748311053483,0.00416438785510254,0,0,0,0,0.0216172298338398,0.0437818198432846,0,0,0,0,41.8507491883443,110.758770347336,0,0.188174732192159,0.491933644983547,0,0.0591908570758233,0.125616595958331,0
No intervention,VCT,"[5,15)",0.104147547811556,0,0,0.0259061482464902,0,0,0.0782413995650663,0,0,0.200474716528806,0.384057625188059,0,0.00385028004133886,0.001078837367059,0,0.0115192812081165,0.0029723078271654,0,0.0153695612494554,0.00413174562169725,0,0,0,0,0.0498982248157853,0.100456358450696,0,0,0,0,120.237124184888,316.916263738775,0,0.876575744601103,2.2411117421294,0,0.150576491713021,0.236685004458816,0
No intervention,VEN,"[0,5)",52.892011783766,115.377914239264,0.738869151718393,14.4907247161409,27.373703214622,0.423970549722403,38.401287067625,79.0589461923999,0.261444567657361,110.715208786868,263.830001401195,1.51444121038726,7.43982981855525,14.1834495284187,0.429832072135312,19.3183759334923,40.2616351001767,0.295131677011171,26.7582057520475,58.2277001777113,0.792997989604582,0,0,0,30.3798388663204,61.7814196231565,0.899511637632294,0,0,0,57482.5143267765,160848.588048842,298.183676597954,255.586066633117,693.627064700185,1.54964241908527,80.3353699205471,175.827974091911,0.531979562773698
No intervention,VEN,"[5,15)",92.1423853442951,170.833664922563,0.874737500372533,23.7178254495261,44.7111620078946,0.50020386285641,68.424559894769,106.884088249344,0.28194803659243,181.280112090513,355.651329185704,1.74742984620791,3.91615053893652,6.89964263940384,0.34297445507187,10.8032306555847,16.6978421694936,0.209643232051379,14.7193811945212,26.3610470699384,0.642866178038782,0,0,0,46.7407870731561,93.317479561955,1.02121410315108,0,0,0,110066.877827433,308687.92979816,370.782657760033,799.902580471783,2141.78131480975,3.06570696954015,134.539325017357,227.780915514338,0.560857577749591
No intervention,VGB,"[0,5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No intervention,VGB,"[5,15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No intervention,VIR,"[0,5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No intervention,VIR,"[5,15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No intervention,VNM,"[0,5)",189.735187783201,412.236483496764,0.422688224240174,51.2595617393028,97.7009553041788,0.2723546518837,138.475626043898,279.977035354848,0.147095245012907,1449.16198691382,3451.40323073829,3.13177023794483,150.11251513802,307.066104287507,1.53753568664633,408.333821202039,880.708538984679,0.883245069439091,558.446336340059,1319.829765871,2.45713343619039,0,0,0,389.735704542122,798.648869607179,2.09088134520962,0,0,0,759258.039977892,2117766.56110289,608.94237472145,3355.38228818326,9155.38574165161,3.31916172620991,1059.4262823717,2335.29614207503,1.11566344716047
No intervention,VNM,"[5,15)",487.428400014298,880.862774942827,0.783806685017065,120.480430657799,229.980459818393,0.506262093754479,366.947969356499,547.025035313628,0.264951759866926,2450.53657197483,4627.61675474224,3.7627178959129,74.9913628349262,145.033178223816,1.38360526273535,225.836043161903,354.73019089459,0.771732420390998,300.827405996829,558.401043733558,2.30224608026346,0,0,0,606.736400240592,1225.54154176794,2.53995889619367,0,0,0,1509118.96479367,4204164.31054481,788.972956605241,10660.874340593,28344.7413628759,6.57698331472421,1843.80017173424,2839.99261252543,1.32076530175896
No intervention,VUT,"[0,5)",0.949708767420284,0,0,0.262460773697351,0,0,0.687247993722934,0,0,1.93653361219911,4.60376117611301,0,0.125023202084263,0.0298193012532984,0,0.330897984099607,0.0773021047880248,0,0.45592118618387,0.113944380485824,0,0,0,0,0.532692721126375,1.11862979113952,0,0,0,0,989.892104176859,2767.4096114166,0,4.49824587712323,12.2557616010638,0,1.40384089107273,3.09172149624039,0
No intervention,VUT,"[5,15)",1.56472270462151,2.8652098636412,0,0.391372356432425,0.751361523252353,0,1.17335034818909,1.78479593816474,0,3.15321403935614,6.21783952891619,0,0.0636737529541852,0.118688323307444,0,0.190938408364725,0.291881773975815,0,0.254612161318911,0.463994210559118,0,0,0,0,0.788149745301742,1.61281472394867,0,0,0,0,1882.22053768239,5276.42139955935,0,13.896535143645,37.2742980256738,0,2.3650642940544,3.82330309854712,0
No intervention,WLF,"[0,5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No intervention,WLF,"[5,15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No intervention,WSM,"[0,5)",0.170585984150121,0,0,0.0462187667201701,0,0,0.124367217429951,0,0,0.349183366666233,0.815614733393456,0,0.0219899202232534,0.00503209491258333,0,0.0606321005129301,0.0141748137353978,0,0.0826220207361835,0.0204110894055304,0,0,0,0,0.0936386745230858,0.189250139919827,0,0,0,0,181.481823167794,499.657200262314,0,0.801284419385274,2.15781505912576,0,0.255544692143147,0.557255045164467,0
No intervention,WSM,"[5,15)",0.231581126959716,0,0,0.0560811120094972,0,0,0.175500014950218,0,0,0.481860435586765,0.952380036916111,0,0.00972503214838648,0.00271857431456004,0,0.0298386702017106,0.00738892548924415,0,0.039563702350097,0.0103481379574027,0,0,0,0,0.117736263410202,0.24152069288551,0,0,0,0,289.274145352277,805.074252676901,0,2.09206249702,5.58327784381283,0,0.364124172176562,0.569645804640345,0
No intervention,YEM,"[0,5)",28.7870222918185,62.8224092104853,0,7.98630820277761,15.3438378417327,0,20.8007140890409,43.0489376239341,0,256.359311409809,609.92816641831,0,28.0542922134603,55.3278678451315,0,72.5611483646937,157.080731830909,0,100.615440578154,232.785417273535,0,0,0,0,71.0664377328816,144.701756171815,0,0,0,0,117214.568157704,329660.309335384,0,594.311750843214,1622.27784528501,0,185.292873676927,401.458353497234,0
No intervention,YEM,"[5,15)",81.5294530432407,148.975162592092,0,20.8527740769596,41.7700235740489,0,60.6766789662811,91.4493410358788,0,424.710860711869,817.469973256674,0,14.0420800432116,27.3542013006384,0,38.9472241252734,60.5267507586427,0,52.989304168485,98.9217748787516,0,0,0,0,109.561992907083,228.549354424259,0,0,0,0,233027.600032381,657588.510127625,0,1877.15983012018,5046.73330158406,0,315.148867804786,498.147070464513,0
No intervention,ZAF,"[0,5)",2790.78822392365,5493.48483867418,141.07365787197,788.611722315402,1277.2143343822,87.4758013195973,2002.17650160824,3897.79299840345,50.0145998997795,4166.27557498947,9285.27375961984,201.709144807528,216.110400661935,270.536961330648,48.6477986867038,505.204795237794,785.981668237304,31.5017297122799,721.315195899729,1136.33500450051,88.5912863192792,0,0,0,1178.40207907239,2109.98705777264,130.610073321242,0,0,0,1842187.31265876,4883875.65318788,35884.2565665336,9505.32631017843,24513.7632427574,210.646619122065,2987.87349591708,6352.77717559023,71.9752020608078
No intervention,ZAF,"[5,15)",2676.77657746369,4839.55473476229,94.4371517023572,690.427768045095,1224.95218775142,56.3951528754851,1986.3488094186,2955.93911266801,31.6758213104501,6902.2617639678,13294.1969252452,238.13297951054,215.66311593368,309.298976581044,63.7837173527761,534.280187557344,770.789872988633,38.6628211139631,749.943303491024,1212.36565623101,111.567334709927,0,0,0,1785.99894401653,3282.56208462699,146.449275379608,0,0,0,3489684.40193749,9505520.80337193,41991.5114876806,29514.4686797114,76573.0186211061,417.71073360374,5116.26281995126,8211.21092143807,82.3485604890842
No intervention,ZMB,"[0,5)",406.881545835343,825.331609699721,28.0803855811626,119.551675032603,193.436962886697,16.048351094008,287.329870802741,564.328176627182,9.87205596560619,1351.64247308576,2958.5043982819,92.8832718291585,134.692759509031,212.012752697927,32.2374330439499,306.837642547838,604.859097590714,21.4073791220003,441.530402056869,905.968596798241,58.1485717360026,0,0,0,396.389887348968,691.640438649395,56.8920996153179,0,0,0,565007.824156194,1497924.53625519,14915.2611153043,2982.23276720659,7682.00343559764,94.5892683352898,955.252585736792,1982.41382246574,33.2283719808124
No intervention,ZMB,"[5,15)",1063.22390169326,1876.39829716977,49.8333445084601,293.731047251504,517.037482430324,28.7060970674357,769.492854441757,1115.81646754228,16.2025066689982,1905.89083242348,3614.5916949977,92.5028508759869,49.1148118999678,67.0562144030171,16.702844002982,108.471399770793,139.07554655806,9.96043385225645,157.586211670761,227.613246296539,31.3378432968224,0,0,0,525.28665780854,1002.6728701494,53.9887755037294,0,0,0,981950.557281698,2685408.28415931,17559.2733407576,8192.81976586358,21415.0705668822,163.478949900334,1380.60417461494,2160.93554316499,29.9030595478339
No intervention,ZWE,"[0,5)",518.85473417001,1024.93863776873,34.797094778994,152.198364776292,255.221672391727,21.6525624139761,366.656369393718,708.63731594373,12.2508435259285,762.276198386193,1648.48117077872,49.9472903847123,40.8765316046853,53.6476670380292,11.7277531900375,89.8571134402147,140.728843873848,7.65961478760207,130.7336450449,207.761796191216,21.064904220243,0,0,0,223.648329426476,403.053746997218,31.9120221971763,0,0,0,327771.607272286,864504.772290634,8654.79163684776,1722.67785403511,4427.52837039908,51.2735258261156,538.627868959717,1102.02808477722,17.8723184597032
No intervention,ZWE,"[5,15)",988.673087306443,1777.45201737067,46.2678740026928,258.102554326293,455.01454065065,27.7020572132166,730.57053298015,1100.56051881528,14.9426459773777,1272.17363266533,2341.29651050955,58.0445913049202,18.9542388365706,23.1994113129942,6.0050462572882,42.8603757468999,42.8320088502756,3.73046440736635,61.8146145834705,67.3989188426189,11.5244675720122,0,0,0,331.96227555394,603.67888370282,36.4694302720262,0,0,0,634595.534763829,1725117.62098947,11004.5449430351,5360.90046407631,13901.7472344383,100.248467241898,940.211357111393,1490.03108338063,19.0948963945567
Under 5 & HIV+ve,ABW,"[0,5)",0.0594190927312016,0.151131568668374,0,0.00407485343855704,0,0,0.0553442392926446,0.142343422997368,0,0.0635069625155781,0.165067801528776,0,0.00186860831180851,0.000380958805156958,0,0.00130413658222799,0.0019346573518663,0,0.0031727448940365,0.00352598378262801,0,1.17677331196169,3.27916217489024,0,0.00816272322293353,0.012778208699048,0,1.12142907266904,3.12225438543256,0,87.8682365498869,244.605292934113,0,0.180052604637744,0.41838486082405,0,0.0553442392926446,0.142343422997368,0
Under 5 & HIV+ve,ABW,"[5,15)",0.0949087291142474,0.218777514916543,0,0.0139971344100701,0,0,0.0809115947041772,0.186872647104371,0,0.108736329638659,0.263099145353415,0,0.00219947048129494,0.000611939218420671,0,0.00072676463361453,0.00126999643988053,0,0.00292623511490947,0.00238528405673522,0,2.79677044854784,7.77307489020364,0,0.0278247349344818,0.0557597641834966,0,0,0,0,191.941426863099,533.750273895007,0,0.496143209218919,1.23984882706172,0,0.0809115947041772,0.186872647104371,0
Under 5 & HIV+ve,AFG,"[0,5)",663.759767693768,1481.92100773157,0,41.5746070465853,0.0196808578751311,0,622.185160647183,1375.73833631435,0,708.567320587363,1634.36744865543,0,20.7131988522366,4.30231909317092,0,14.2262554255176,21.0394760724823,0,34.9394542777542,41.4547192171886,0,6150.62361462672,17371.4451293016,0,86.3821599401799,150.979905513503,0,5528.43845397953,15517.3319706863,0,386512.73116099,1091904.36645541,0,1967.71107930023,5402.68834211927,0,622.185160647183,1375.73833631435,0
Under 5 & HIV+ve,AFG,"[5,15)",1235.79379738424,2208.83887727524,0,175.889177298368,0.0218491381046743,0,1059.90462008588,1716.52386749168,0,1412.75607427788,2796.57517764311,0,28.0563686732338,7.09779431118335,0,9.29788864610702,11.9586233350616,0,37.3542573193408,29.5817381203451,0,12730.1150322843,36029.8751186826,0,352.851454192003,732.45312605591,0,0.341325669553396,0.904095751965094,0,753295.329164048,2131471.0399056,0,6216.32592971668,16729.4775320829,0,1059.90462008588,1716.52386749168,0
Under 5 & HIV+ve,AGO,"[0,5)",1940.74684486194,4337.99501816225,0,115.133963684212,172.226107101262,0,1825.61288117773,4012.61522085904,0,2107.75611109082,4777.53445139183,0,80.2545466064806,121.788529358952,0,46.5486420029956,57.9660496850875,0,126.803188609476,220.993093766319,0,18444.0418615422,51456.2849342531,0,282.143229913088,459.405915218746,0,16618.4289803645,45999.7336258483,0,1026705.42469017,2867117.51824502,0,5893.95466436726,15887.2547149299,0,1825.61288117773,4012.61522085904,0
Under 5 & HIV+ve,AGO,"[5,15)",3510.34598312509,6785.68964724714,0,785.271660552553,1482.84751880802,0,2725.07432257254,4469.01695056538,0,3690.59998878386,7313.32634167351,0,36.7931477591203,36.9844467570676,0,26.7860811152887,33.0856501517569,0,63.579228874409,93.3122580725916,0,32804.367588443,92352.8830956667,0,965.525666211315,1979.93368972196,0,179.679914202351,481.471357539253,0,1809289.85146571,5090179.35259911,0,15988.7109927664,43227.7587483116,0,2725.07432257254,4469.01695056538,0
Under 5 & HIV+ve,AIA,"[0,5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under 5 & HIV+ve,AIA,"[5,15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under 5 & HIV+ve,ALB,"[0,5)",2.96926091139737,6.58589786726493,0,0.0729509864170276,0.116762523629673,0,2.89630992498034,6.36193959255582,0,3.26914290951205,7.4368992028891,0,0.132331775841939,0.215802953425424,0,0.0692367351657879,0.0953359140473667,0,0.201568511007727,0.381374373692142,0,28.8410831893394,80.6585426008479,0,0.372832984531706,0.611283763517037,0,25.944773264359,71.8653582381093,0,2231.2983165351,6237.56948838458,0,9.18941499827123,24.7475581268095,0,2.89630992498034,6.36193959255582,0
Under 5 & HIV+ve,ALB,"[5,15)",4.84011425294434,8.94444724542628,0,0.77487444573116,1.51981119461715,0,4.06523980721318,6.41680609745117,0,5.24930127137164,10.1920793505872,0,0.068381245968005,0.122994861852251,0,0.0366373470738871,0.0471940349728832,0,0.105018593041892,0.208634695492792,0,48.369184569736,135.94314070131,0,1.18406146415846,2.43317877134079,0,0.0710459408156918,0.186786381371311,0,3453.80121305239,9706.7090866978,0,23.3778969389735,62.5030418070035,0,4.06523980721318,6.41680609745117,0
Under 5 & HIV+ve,AND,"[0,5)",0.00901620457038858,0.0221921947428711,0,0.000550360976844889,0,0,0.0084658435935437,0.0212104154028178,0,0.00957869494530966,0.024001219226009,0,0.00025732526756863,4.37083344585062e-05,0,0.000187395823363917,0.000297888912559545,0,0.000444721090932546,0.000497970095720113,0,0.182700892050773,0.48360648132149,0,0.00111285135176597,0.00167128238290968,0,0.174235048457229,0.460392643120517,0,14.0520135099326,37.1726881054197,0,0.0283798968851543,0.0653861373448574,0,0.0084658435935437,0.0212104154028178,0
Under 5 & HIV+ve,AND,"[5,15)",0.0148269112256625,0.0322761756569469,0,0.00193196200455973,0,0,0.0128949492211028,0.0280184867140184,0,0.0168629457992431,0.0383708556838068,0,0.000326081722292961,8.02476157031543e-05,0,0.000112713438159956,0.000194444447486341,0,0.000438795160452916,0.000379609693149894,0,0.446019938862617,1.14512387651851,0,0.00396799657814036,0.007417685684986,0,0,0,0,31.4801451208823,80.8545261583561,0,0.0799242625311769,0.185586702731601,0,0.0128949492211028,0.0280184867140184,0
Under 5 & HIV+ve,ARE,"[0,5)",0.202653530671726,0.511138920391898,0,0.0144718346178689,0.00125607169521347,0,0.188181696053857,0.481797112417405,0,0.21621214999016,0.554492752835017,0,0.00635477676374122,0.00178300038471125,0,0.00460751060838896,0.00650976856091886,0,0.0109622873721302,0.011891608053177,0,4.0027993260345,10.9602822413155,0,0.0280304539363028,0.0436890108093817,0,3.81461762998064,10.4783314369039,0,307.730968796215,843.569349445382,0,0.620315453608739,1.4399068742976,0,0.188181696053857,0.481797112417405,0
Under 5 & HIV+ve,ARE,"[5,15)",0.263397242995546,0.63358208424526,0,0.0540223882898871,0.100957345418295,0,0.209374854705659,0.478164344842667,0,0.281137065499776,0.673361718388398,0,0.00321881152465647,0.00444841317291656,0,0.00200476918109913,0.00330766324009562,0,0.00522358070575561,0.00933627497188857,0,7.26096858071781,20.1435921342091,0,0.0717622107941167,0.145708967464702,0,0.0390088776716199,0.102758795156147,0,512.160528601989,1420.70530266831,0,1.29016023011264,3.19065648803827,0,0.209374854705659,0.478164344842667,0
Under 5 & HIV+ve,ARG,"[0,5)",105.792747635101,234.07578970768,3.57057102008675,12.0805206648966,17.8150396517281,0.745084838943497,93.712226970204,201.166331737393,2.73688120319484,107.233366485849,238.231535726682,3.63863666271666,1.28260111336053,1.62900390743531,0.157256762491866,2.78332530611915,3.39161200525045,0.415826940896884,4.06592641947968,5.29085237626712,0.633077732795575,948.224830900692,2581.15112775097,26.402770141876,13.5211395156447,20.5392144294026,0.837804875815741,854.512603930488,2310.79187151275,23.9374962875666,71904.6949054088,196020.517990428,1960.86820776185,303.758624981246,802.692464571689,8.56834930049851,93.712226970204,201.166331737393,2.73688120319484
Under 5 & HIV+ve,ARG,"[5,15)",195.449947093824,379.860123609333,3.68290573040655,44.453819627385,87.9132644251646,0.795030591369593,150.996127466439,242.968829046188,2.45697637277957,196.793671914737,381.914516745726,3.71602350933072,0.807182909568109,1.03444694104417,0.0662166654890696,1.64617913302051,1.97103500491944,0.159918980970421,2.45336204258862,3.23933167856518,0.264989670337827,1797.04425388561,4973.61308000071,31.3499048880238,45.7975444482974,90.6643217237982,0.814768825222422,30.8325437713059,58.4848747391271,0,125214.83824076,346647.413969211,2166.93880764098,873.805274332845,2310.49785448115,15.5136213118033,150.996127466439,242.968829046188,2.45697637277957
Under 5 & HIV+ve,ARM,"[0,5)",7.7308829023641,16.975323996012,0,0.128544214588498,0.206612924090117,0,7.6023386877756,16.6135039262362,0,8.59312293056873,19.5516777211883,0,0.381948889933808,0.634850579622566,0,0.182953062830236,0.249664011514676,0,0.564901952764044,1.0851368200538,0,76.0141151786253,211.398853383964,0,0.99078424279313,1.70107194770855,0,68.4117764908497,188.428423498231,0,5625.76450259255,15598.0214436802,0,24.3040475477005,65.7129352451898,0,7.6023386877756,16.6135039262362,0
Under 5 & HIV+ve,ARM,"[5,15)",13.2537421080884,23.2250783701548,0,1.19818069486456,2.24870173639022,0,12.0555614132238,19.3984207237468,0,15.6739447829876,30.045200134333,0,0.376518845780958,0.738530112394834,0,0.111765868918897,0.132766748139058,0,0.488284714699855,1.01887386732382,0,144.408613496027,401.825843752297,0,3.61838336976381,7.4643083839515,0,0.435345616873689,1.13999688301738,0,9814.90048082205,27297.994993437,0,70.4591107504955,186.591595240458,0,12.0555614132238,19.3984207237468,0
Under 5 & HIV+ve,ASM,"[0,5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
