intervention,iso3,acat,e.ATT,e.ATT.hi,e.ATT.lo,e.ATTinc,e.ATTinc.hi,e.ATTinc.lo,e.ATTprev,e.ATTprev.hi,e.ATTprev.lo,e.cases,e.cases.hi,e.cases.lo,e.deathinc,e.deathinc.hi,e.deathinc.lo,e.deathprev,e.deathprev.hi,e.deathprev.lo,e.deaths,e.deaths.hi,e.deaths.lo,e.hhc,e.hhc.hi,e.hhc.lo,e.incidence,e.incidence.hi,e.incidence.lo,e.IPT,e.IPT.hi,e.IPT.lo,e.LE,e.LE.hi,e.LE.lo,e.LTBI,e.LTBI.hi,e.LTBI.lo,e.prevalent,e.prevalent.hi,e.prevalent.lo
Under 5 & HIV+ve,LVA,"[5,15)",2.49175690748476,5.83623367797126,0.0220988584732965,0.335927226011559,0.605065682832592,0.00294739776569311,2.1558296814732,4.94139604097607,0.017107325022287,2.81794400612426,6.70765840706161,0.0261302741036739,0.0542481742870372,0.0967007232085017,0.0020308553288834,0.0206269745313374,0.0328190566477783,0.00116603430357036,0.0748751488183746,0.145384307613969,0.00380586750929051,75.116888607606,204.417719223396,0.618416209143427,0.662114324651054,1.30714806157101,0.0060574931200396,0.475631935989787,0.773518496440551,0,5064.90141521024,13787.4121317922,41.2501833283012,13.574064493313,33.4133014717991,0.108350643691783,2.1558296814732,4.94139604097607,0.017107325022287
Under 5 & HIV+ve,MAC,"[0,5)",1.72695465250836,4.48372475796829,0.00282657012564253,0.017635202203315,0.028115534714601,6.40774173078394e-05,1.70931945030504,4.44841687785935,0.00272770337131666,1.97401047804922,5.12555320346653,0.00395525345352159,0.10891399333859,0.180641878847384,0.000580256724861165,0.0420688853264338,0.0636740358566039,0.00039882049569065,0.150982878665024,0.282504947637815,0.00115951639836234,36.722919546038,102.819582680772,0.0602273036192665,0.264691027744172,0.43699148984831,0.000962139131456051,35.013600095733,98.0504875581794,0.0574088935803104,2704.25750400493,7572.74291053535,4.3297304672302,5.72962103124685,13.5944214914415,0.00859659563367976,1.70931945030504,4.44841687785935,0.00272770337131666
Under 5 & HIV+ve,MAC,"[5,15)",2.09426073767542,4.89104428541993,0.00205086645457604,0.100643003117723,0.188677311027952,9.69748100081928e-05,1.9936177345577,4.60049355020484,0.00190188693357789,2.74401324621029,6.66624518228443,0.00291435674648179,0.0982004121600959,0.187716512278451,0.000359812885874045,0.017925596613751,0.0306905922895993,0.000126855608552565,0.116126008773847,0.243556491943991,0.00055580827242579,70.0813275323222,196.957227667469,0.0720319526065486,0.75039551165259,1.47225978076651,0.000740646497972541,0.0499295501847544,0.0776253944113717,0,4749.94882581623,13353.9921441919,4.81975812126611,12.5902499030498,31.4431489949594,0.0121319535628046,1.9936177345577,4.60049355020484,0.00190188693357789
Under 5 & HIV+ve,MAR,"[0,5)",323.874826432475,737.829385462849,0.306272138825215,12.8351484046104,20.6360752266673,0.0411900013549566,311.039678027864,706.6059257029,0.256853920997727,353.123690204016,820.808299502335,0.420866463841287,13.1350640530487,22.0659504461603,0.077134828431099,7.48878841196416,10.3878517160624,0.0497725684062595,20.6238524650129,39.1621843852449,0.148838962559943,3055.68985972052,8526.90932851784,2.31879006645352,42.0840121761514,72.0885697483191,0.139316052047441,2744.65018169265,7627.928926267,2.1037750982792,227543.942843649,635554.427855433,161.915461179111,975.585884988563,2643.33281494514,0.75462245784165,311.039678027864,706.6059257029,0.256853920997727
Under 5 & HIV+ve,MAR,"[5,15)",674.355208155636,1341.28495804728,0.462899605414846,161.770228740387,332.086562852365,0.150434357960472,512.584979415249,849.90211915326,0.258437383309681,678.594945173133,1349.35517497334,0.469164623894651,2.09641548690883,2.6172414469668,0.0126684534219115,4.52455732058766,6.01672145168541,0.0206323705707925,6.62097280749649,10.3404445661687,0.0393048861510312,6086.45121265822,17043.6499695902,2.91842309351857,166.009965757884,338.958826253522,0.154381144727373,4.70874974662814,10.2873446211165,0,419288.135896715,1174398.24686353,197.34395540249,2957.12777025235,7934.07625478416,1.444687924965,512.584979415249,849.90211915326,0.258437383309681
Under 5 & HIV+ve,MCO,"[0,5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under 5 & HIV+ve,MCO,"[5,15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under 5 & HIV+ve,MDA,"[0,5)",25.7112610031126,55.6563418831115,0.268344420497162,0.832509007909533,1.29481080995575,0.0230549928178495,24.8787519952031,53.0454856203323,0.233820620961328,28.0258292727045,62.2256025779728,0.362812614504524,1.05959646822978,1.658325477478,0.0484100278059535,0.634721467064884,0.826548814075371,0.0342304865779153,1.69431793529466,3.07575009382277,0.100116637210508,250.028911396518,695.932828874454,2.29450746632443,3.14707727750138,5.1750002603929,0.0908531996564897,225.150159401315,621.834196062283,2.06890603988309,17898.8064658443,49846.0470435517,153.787649393805,80.0468572095808,216.48389748036,0.745816033224997,24.8787519952031,53.0454856203323,0.233820620961328
Under 5 & HIV+ve,MDA,"[5,15)",52.5158299033509,97.6624128044308,0.312836319203953,6.98114353085487,13.4222191873063,0.0498513659767505,45.5346863724961,75.7077361860738,0.232787589703418,59.3399107483452,116.688075083897,0.38773678870702,1.10984955749322,2.02799929663936,0.0325529785397122,0.418088940648859,0.519438392704167,0.0160004927778624,1.52793849814207,3.0101287724175,0.0602813808955337,553.658055548698,1524.9303782683,3.23545766064975,13.8052243758492,28.0149979781224,0.101560508697893,2.62588640758736,4.51766265078101,0,36313.9387387623,100057.454986655,205.168019661015,269.456552161638,722.042607240582,1.60997588736097,45.5346863724961,75.7077361860738,0.232787589703418
Under 5 & HIV+ve,MDG,"[0,5)",632.478565765767,1406.24116321775,0.0396686576605085,37.8550641379588,62.1750168985619,0.010401932841009,594.623501627809,1286.13252989203,0.0306980498251462,678.656924680022,1537.44179368358,0.0517235994874514,21.0718525471704,34.2440844649978,0.0135532067022363,14.000086605619,18.7506278081036,0.007795499562049,35.0719391527895,67.9766978729085,0.0208308256036657,5982.72256187943,16840.3043583813,0.273895549406723,84.0334230522133,143.500509257265,0.0229129105058578,5388.09906025163,15049.541404008,0.246213600439132,396263.162467961,1113991.85791989,17.0723346363944,1914.98820815983,5267.01540734845,0.088453097268642,594.623501627809,1286.13252989203,0.0306980498251462
Under 5 & HIV+ve,MDG,"[5,15)",1190.72029600558,2226.73447623825,0.0502452648604483,225.668015071366,433.714738868841,0.0182086057398934,965.052280934215,1512.99764015827,0.034321012779065,1285.18886702378,2528.26302078104,0.0561449167676268,16.1500870320302,23.5145052482112,0.00728598097903925,8.6380132994319,11.6310539565649,0.00375382304271925,24.7881003314621,46.7580588872019,0.0112004544422234,11393.1372194023,32253.5365634441,0.32762201778077,320.136586089569,655.313583254171,0.0251574711228998,4.53298136404926,11.7757632283142,0,700754.077537079,1984107.6438488,19.6098584495215,5538.72479986053,14994.4851859572,0.164491419163446,965.052280934215,1512.99764015827,0.034321012779065
Under 5 & HIV+ve,MDV,"[0,5)",2.03767376711398,3.99327398470223,0,0.123631348369104,0.177594099176798,0,1.91404241874488,3.67885348294486,0,2.215290484406,4.42641654241883,0,0.0873325239971066,0.125826946276526,0,0.071195853304662,0.103556339225361,0,0.158528377301769,0.248770150150013,0,19.0739421259629,47.6246093188025,0,0.301248065661123,0.440269904340131,0,17.159899707218,42.7098480692929,0,1479.64066806964,3704.53325653092,0,6.0937679514988,14.9328657277395,0,1.91404241874488,3.67885348294486,0
Under 5 & HIV+ve,MDV,"[5,15)",3.13931558685879,5.45017111746852,0,0.593462172618174,1.09261048528967,0,2.54585341424061,3.77676184846685,0,3.4261371278997,6.28538758593505,0,0.0559734682695697,0.0825142843018705,0,0.0337235306001722,0.0474511849905202,0,0.0896969988697419,0.142615468419655,0,30.8182086798111,81.0329434443913,0,0.880283713659086,1.71452354222236,0,1.68707181986227,4.45782226288871,0,2205.80572620224,5806.84860490274,0,14.9848521790921,37.5712502160883,0,2.54585341424061,3.77676184846685,0
Under 5 & HIV+ve,MEX,"[0,5)",213.501145065525,467.641211548006,0,8.02308061655137,12.7084452851916,0,205.478064448974,443.752311013085,0,234.834136753966,529.526170386568,0,9.6262382319239,15.1125849752258,0,5.16282196133181,6.69319700249517,0,14.7890601932557,27.1865955043838,0,2062.16421754685,5763.37840098603,0,29.3560723049917,47.1821884800177,0,1856.68615309788,5146.39968952195,0,156903.387803508,438720.84935277,0,658.967395106414,1784.38889045663,0,205.478064448974,443.752311013085,0
Under 5 & HIV+ve,MEX,"[5,15)",433.944655451291,818.765042822314,0,61.3619997435362,119.078632667539,0,372.582655707755,635.646561855482,0,492.976367782296,993.602010024666,0,9.63150022505246,17.7217631022737,0,3.63415052678483,4.53659331360987,0,13.2656507518373,26.6797438694648,0,4508.65589254462,12714.3541574247,0,120.393712074541,243.737692902158,0,31.1495323984776,83.0785498325087,0,316085.149525993,891785.224969666,0,2201.25203658627,5880.37199750347,0,372.582655707755,635.646561855482,0
Under 5 & HIV+ve,MHL,"[0,5)",1.56554448442473,3.51314640500236,0,0.109648873839457,0,0,1.45589561058527,3.16576699020303,0,1.66663800091293,3.8004209703867,0,0.0470283336029024,0.0101836976680516,0,0.0337462834843762,0.045885358191821,0,0.0807746170872786,0.0902898815223261,0,14.4255157473744,40.2432300546215,0,0.210742390327659,0.351977965971321,0,12.9696201367892,36.1167543583037,0,1060.70056386143,2962.29976457141,0,4.59064890764383,12.4715977112479,0,1.45589561058527,3.16576699020303,0
Under 5 & HIV+ve,MHL,"[5,15)",2.64537756795445,4.81668993943579,0,0.380898855578519,0,0,2.26447871237594,3.94836477078245,0,3.03061164102217,6.1352984819311,0,0.060468044541118,0.015073289467501,0,0.0196620322328877,0.0255377791509522,0,0.0801300767740057,0.0585681427658939,0,27.0045401361003,75.4830563389058,0,0.766132928646237,1.54589128108171,0,0,0,0,1827.90254529671,5106.14196970187,0,13.1570500483027,35.3313868735209,0,2.26447871237594,3.94836477078245,0
Under 5 & HIV+ve,MKD,"[0,5)",1.82421751635648,4.12267740154745,0,0.195672182939621,0.308667479716468,0,1.62854533341686,3.59578707716928,0,1.84185975391987,4.18405017097097,0,0.0123319549677669,0.00898848732436528,0,0.0387701618125051,0.0524904961767706,0,0.051102116780272,0.0743889545686584,0,16.2809722375512,45.7149733791709,0,0.213314420503012,0.345684142312837,0,14.6524269041344,41.0104014806781,0,1219.94092567579,3424.98297878139,0,5.19824635707646,14.2011850469473,0,1.62854533341686,3.59578707716928,0
Under 5 & HIV+ve,MKD,"[5,15)",3.21616269252619,6.45058858177679,0,0.745281766890273,1.52849967591875,0,2.47088092563592,4.05259076945341,0,3.22654455409595,6.48646697070708,0,0.00824989772651648,0.0112688108253571,0,0.022269297732102,0.0293099976259705,0,0.0305191954586185,0.0484972935919508,0,30.542900980986,85.6612114728917,0,0.755663628460034,1.5640232082301,0,0,0,0,2093.29112050057,5870.96927956553,0,14.8407311186079,40.004928137113,0,2.47088092563592,4.05259076945341,0
Under 5 & HIV+ve,MLI,"[0,5)",216.930250936916,486.039667958435,0.494294049245752,11.0916093456377,17.0667306900992,0.11336237218842,205.838641591279,449.998864122697,0.387767312181993,235.424221220325,534.401390409064,0.66651855384705,8.45334860500412,13.530206455374,0.182588287008407,5.13660012908882,6.63580656078475,0.102392415589123,13.5899487340929,24.8129830963365,0.291189811892704,2055.09504901107,5760.39169959001,3.49522449524687,29.5855796290458,48.6858131155638,0.303349702975561,1849.25640741979,5156.32729135852,3.15720294931236,124877.646163893,350488.969133055,198.927623077666,655.465898115966,1785.16731399283,1.13803160693146,205.838641591279,449.998864122697,0.387767312181993
Under 5 & HIV+ve,MLI,"[5,15)",382.413362868658,704.108667161798,0.540279310636,54.7828288115319,102.174889656781,0.152699409463837,327.630534057126,533.720149129791,0.418192131930959,439.266576869948,887.238825945086,0.694148514054723,9.1196620237,16.8017025239626,0.128800826737192,3.04120824172446,3.67132043505256,0.0445927889070882,12.1608702654245,24.0542832126054,0.182844212433185,3833.50191632982,10793.254057116,4.14810278662008,111.636042812822,229.498968997597,0.321841099452936,24.9332097154668,63.091610892275,0,224024.27502847,630771.790885389,233.445974954744,1867.64308865864,5037.31402779011,2.04134688360002,327.630534057126,533.720149129791,0.418192131930959
Under 5 & HIV+ve,MLT,"[0,5)",0.253905324112398,0.61928314194285,0,0.0172843708395381,0.00308208908857981,0,0.236620953272859,0.579191686579046,0,0.270434788179237,0.650413647029281,0,0.00775890841154986,0.00243414660523712,0,0.00612722224464219,0.00828778086106584,0,0.0138861306561921,0.0134336282100025,0,5.00071801187501,12.9498520376486,0,0.0338138349063773,0.0483841391890227,0,4.76409705860215,12.3322228731746,0,405.048702289455,1050.39721581989,0,0.777535073725634,1.78019228242634,0,0.236620953272859,0.579191686579046,0
Under 5 & HIV+ve,MLT,"[5,15)",0.224384595382471,0.505959186401403,0,0.0313682431774935,0.0014382991446946,0,0.193016352204977,0.443037874757919,0,0.255909642018175,0.60656134489209,0,0.00517562077471715,0.00167408664667979,0,0.00190399322157202,0.00299881387728661,0,0.00707961399628917,0.00618773201626828,0,6.62361247543907,17.875265706535,0,0.0628932898131975,0.121528798285998,0,0.0663074204655185,0.172624041969461,0,494.371951968101,1333.95406592488,0,1.18647022824631,2.86510240385587,0,0.193016352204977,0.443037874757919,0
Under 5 & HIV+ve,MMR,"[0,5)",1599.56089208045,3507.95407155125,20.2111286826384,106.93441418733,12.6483266076539,0,1492.62647789312,3232.58690297703,16.4230930893937,1696.23865370749,3798.17962299357,25.1220576432575,46.1772544194175,14.0801296517688,1.75499694642893,37.1429372003623,46.6672087898683,2.28007583403517,83.3201916197798,79.5865118664184,5.30684380849539,14866.2254754405,41720.3339570753,178.303374593673,203.612175814366,337.7931253038,6.27993892362544,13373.5989975474,37443.3372768411,160.728704822559,1003953.39788362,2817152.29429311,11524.0974238539,4763.37750729252,13068.0569374264,57.0306700458232,1492.62647789312,3232.58690297703,16.4230930893937
Under 5 & HIV+ve,MMR,"[5,15)",3076.72866020566,5595.32862613161,20.1044826084639,416.557906945895,15.2820302205716,0,2660.17075325977,4461.84165264248,14.7513980882134,3486.65890874371,6928.83597150082,26.0989175924402,67.5621237363272,21.4181532870526,1.25802926928092,25.9742299674521,30.6619585791372,1.03579746462891,93.5363537037793,74.987685981658,3.211539575347,30650.9722835223,86215.0511337544,234.30792219397,826.48815548394,1636.03854847223,7.09231274609992,159.604749728122,254.173237220281,0,1914861.86020873,5387767.17254532,14222.4404024696,14874.9506178249,39882.6063869484,113.263697314328,2660.17075325977,4461.84165264248,14.7513980882134
Under 5 & HIV+ve,MNE,"[0,5)",0.455516811718864,1.00389312247578,0,0.0285350065411311,0,0,0.426981805177733,0.930593743001465,0,0.485087102159972,1.08246568443111,0,0.0135853262391246,0.0029452945442113,0,0.0100332774324088,0.0138193288437982,0,0.0236186036715335,0.0265174540653142,0,4.35597799913415,12.0678083533796,0,0.0581052969822395,0.0993088938562726,0,3.92899619395642,10.8040940439502,0,327.36501157129,906.216672499601,0,1.39439236629051,3.7700208537303,0,0.426981805177733,0.930593743001465,0
Under 5 & HIV+ve,MNE,"[5,15)",0.818352988343142,1.44753794516368,0,0.100625890586858,0,0,0.717727097756284,1.17199441223722,0,0.92633929996278,1.80971650404313,0,0.0170198889896196,0.00467373546574352,0,0.00636898344545517,0.00858748419078442,0,0.0233888724350748,0.0202754221470782,0,8.32682855527547,23.0881863322376,0,0.208612202206495,0.423904209079002,0,0,0,0,572.721407167035,1588.1579030692,0,4.05235945241279,10.8129725857017,0,0.717727097756284,1.17199441223722,0
Under 5 & HIV+ve,MNG,"[0,5)",42.3876831513592,96.6993471746975,0.0120823910148589,4.86612828962672,7.71595834609415,0.00325321336136775,37.5215548617325,81.5596219409948,0.00763121941859956,42.38777251949,96.6993471746975,0.0120823910148589,0.111574874468759,0.12062637452758,0.000479667624948333,0.862476930767442,1.20864397414055,0.00123614958496731,0.974051805236201,1.37898545232427,0.00191199737833789,379.847638600738,1054.13820739757,0.0715158516481236,4.86621765775749,7.71595834609415,0.00325531844402308,342.326083739005,940.50105321117,0.0645403318498051,26217.9908287276,72786.2347440357,4.77082756073547,121.679980071193,330.426800298511,0.0229810598978481,37.5215548617325,81.5596219409948,0.00763121941859956
Under 5 & HIV+ve,MNG,"[5,15)",66.3939171224461,114.871052465488,0.00898945005034523,8.98704695513959,0.00599914735055551,0,57.4068701673065,91.0075211303218,0.00686735817875161,75.1106657197633,143.755732875941,0.011499015338797,1.39787578489148,0.384827715189615,0.00055013051712404,0.522916459335145,0.666046994712682,0.000514677230284595,1.92079224422662,1.65551187209197,0.0015422132365074,699.526004280774,1937.67591765369,0.0817860644250859,17.7037955524568,35.289784323027,0.0031749347671445,0.0900203299427,0.177506580788755,0,43987.236787023,121809.928161054,4.94791258913641,342.490831663337,913.269240221724,0.0404013919532423,57.4068701673065,91.0075211303218,0.00686735817875161
Under 5 & HIV+ve,MNP,"[0,5)",0.108518081905097,0.276204945512046,0,0.00753838342427271,0,0,0.100979698480825,0.259955994497355,0,0.115813305129216,0.297276642279746,0,0.00333852225855775,0.000714622966189162,0,0.00235304239724961,0.00352859121987519,0,0.00569156465580736,0.00612261691374867,0,2.14277732708593,5.92545763727924,0,0.0148336066483914,0.0249688467426973,0,2.0417976286051,5.6637148980904,0,158.023630586388,437.020652747136,0,0.330407408877839,0.77905187859838,0,0.100979698480825,0.259955994497355,0
Under 5 & HIV+ve,MNP,"[5,15)",0.153152938487201,0.345569227019695,0,0.0238392244247916,0,0,0.129313714062409,0.295412676111475,0,0.17653733602841,0.423285316583989,0,0.00372021432219571,0.0010189593262323,0,0.00113182323371027,0.00192938943652578,0,0.00485203755590598,0.00396555455482156,0,4.54743606100927,12.495158295708,0,0.0472236219660004,0.0915606968682144,0,0,0,0,308.396762655099,847.053793987188,0,0.815913095196697,1.97771264169099,0,0.129313714062409,0.295412676111475,0
Under 5 & HIV+ve,MOZ,"[0,5)",1816.63665830883,3913.16394426584,21.4810454567463,205.599786822348,296.291128445212,8.53873467400945,1611.03687148649,3436.4591469325,13.5266358679241,1860.69520619312,4019.39128336948,23.2816820958289,27.5119309591481,27.7903166996145,3.01111719848565,46.9968321021913,62.5096786061458,3.41263556501101,74.5087630613394,106.134905429881,7.23578467949687,15966.8769804133,43319.1782638125,122.617196151874,249.658334706637,374.586547049331,10.2501021084992,14355.8401089269,38542.0679840376,111.106235204905,945368.806990618,2566358.42440002,6927.82178180175,5097.76358998005,13494.4872580048,39.8989505518897,1611.03687148649,3436.4591469325,13.5266358679241
Under 5 & HIV+ve,MOZ,"[5,15)",3323.74906226612,6491.30658656406,24.5000320965532,802.212950505514,1611.93408369754,10.6201499546922,2521.53611176061,4018.89809951602,14.4230123710014,3340.52179615538,6527.32156140641,24.7522018788922,11.3060475767666,14.0511633768156,1.06970093257421,26.1533639341234,33.4096283335144,1.54935046093818,37.4594115108901,50.4720271981019,2.90743004241774,29371.7997752218,80674.4075758633,141.999123406414,818.985684394774,1661.32468590295,10.9439234946404,707.717944666991,1767.49965688567,0,1625815.91995578,4467650.66566263,7708.00969294295,14245.0641513415,37321.7362181526,70.1122914031625,2521.53611176061,4018.89809951602,14.4230123710014
Under 5 & HIV+ve,MRT,"[0,5)",53.7908334019216,121.076679594018,0,1.0243425629624,1.59305587797758,0,52.7664908389592,117.429405796127,0,60.3124946781928,139.798080786885,0,2.88219270041072,4.68753366668494,0,1.23867337405433,1.66397887177671,0,4.12086607446504,8.0160806091337,0,525.109567438183,1483.60966961682,0,7.5460038392336,12.6898189303854,0,472.343076599224,1323.97807468356,0,34326.4732187853,96798.9305568975,0,167.611597595579,459.300602038314,0,52.7664908389592,117.429405796127,0
Under 5 & HIV+ve,MRT,"[5,15)",96.6837048001209,175.718134045023,0,13.5043877640195,25.687756525598,0,83.1793170361013,137.960092996381,0,111.228054189667,220.692579801887,0,2.30731149147553,4.57752844546161,0,0.757799357528587,0.952320890250345,0,3.06511084900412,6.38477156381913,0,988.713989229839,2798.03251544822,0,28.0487371535652,57.8449853401898,0,0,0,0,60993.1255163713,172543.615567327,0,483.157774613165,1307.50581747493,0,83.1793170361013,137.960092996381,0
Under 5 & HIV+ve,MSR,"[0,5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under 5 & HIV+ve,MSR,"[5,15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under 5 & HIV+ve,MUS,"[0,5)",1.15822335736023,2.59514140335511,0.0134615232334103,0.076282769463473,0.0102473606701622,0,1.08194058789676,2.42524423389371,0.00957596322690713,1.24095385049106,2.82882025899173,0.0164745229287766,0.0392031170542463,0.0112739506098198,0.00169920252094833,0.0277149021032913,0.0363513099974307,0.00173630296855872,0.0669180191575376,0.0722045047682694,0.00464873608915773,10.7776671188075,29.4903170323218,0.0872027576266706,0.159013262594303,0.268225993661461,0.00561305591258004,9.6957265309107,26.3100844327872,0.0789593651170801,798.498512789879,2180.57218400113,6.12060926962792,3.45664532451854,9.17213459880666,0.0285738792323515,1.08194058789676,2.42524423389371,0.00957596322690713
Under 5 & HIV+ve,MUS,"[5,15)",2.14184861892035,3.55137569751816,0.0122250175569972,0.0715150719380217,0.134840062935918,0.000651743133546947,2.07033354698233,3.3427089299948,0.0113675131516172,2.75828450235868,5.4332583016009,0.0200235275377132,0.0962285674325836,0.191124666898379,0.00365568627223906,0.0196146009793336,0.0235885028748056,0.000871461040907984,0.115843168411917,0.238957654066636,0.00529130785392694,25.1061335872929,69.4251852002509,0.126745678929916,0.687950955376359,1.39304783032791,0.00650988300795341,0.187675489422818,0.400308788141933,0,1703.80713775064,4712.98340953813,8.16070886559022,12.2332128253431,32.4981526826063,0.0631596612777511,2.07033354698233,3.3427089299948,0.0113675131516172
Under 5 & HIV+ve,MWI,"[0,5)",480.27935706083,1032.04820459578,3.54679289742303,50.6494735474724,70.669950012438,1.33358931283945,429.629883513358,906.083347272825,2.30834645237624,499.236320930462,1075.25888096901,4.00371462672397,10.5401039593045,12.3874140201198,0.703945210333348,13.0349026090268,17.7727867546933,0.605462600317909,23.5750065683313,33.8241439097471,1.34818569400639,4348.8721666203,11618.7231781447,21.1789872075894,69.6064374171037,107.166537185078,1.79536769203012,3919.24228310694,10382.8704147174,19.2029366283971,257770.72529715,689399.64861155,1193.14200403826,1392.47744507079,3604.71335248014,6.85297514935898,429.629883513358,906.083347272825,2.30834645237624
Under 5 & HIV+ve,MWI,"[5,15)",933.543412907328,1826.78298360252,4.40797521113513,229.125241287838,458.656985930028,2.0127845037276,704.418171619489,1157.91486574094,2.57155366663846,940.464553808659,1841.48629075092,4.41256703608224,3.67546783407447,4.16472492279545,0.230224118023717,7.87937238530009,10.9274130367099,0.274478461962468,11.5548402193746,16.2278745367193,0.558986539891683,8278.33214601746,22678.9324070506,25.8004675009156,236.046382189169,479.739970029871,2.03815673154771,237.964553556261,610.079248890556,0,454809.21564527,1246379.02369455,1395.2647733259,4022.01690326857,10504.3067054708,12.8743060927996,704.418171619489,1157.91486574094,2.57155366663846
Under 5 & HIV+ve,MYS,"[0,5)",214.147882182461,480.963408136947,1.45442687386901,6.21480026451566,10.0706661536613,0.0928301673775793,207.933081917946,460.323959794541,1.32668037611528,239.464404823532,547.135348970356,1.84025010831212,11.4583294577047,18.7553045396846,0.227556803266541,5.05412882131583,6.68448188149744,0.197208024688575,16.5124582790206,30.4036898118667,0.475598912206085,2101.96465106511,5856.11071456895,12.8764775656202,31.5313229055864,53.0889916138973,0.482755873802632,1894.03156914717,5237.45610931341,11.6470663434673,155480.525364486,433336.705273837,929.424180890646,671.642690636523,1822.74081063429,4.18507987449414,207.933081917946,460.323959794541,1.32668037611528
Under 5 & HIV+ve,MYS,"[5,15)",392.154399176534,712.672374754982,1.50079150316793,42.196090179088,82.8443960224837,0.161535911731618,349.958308997446,588.764554884096,1.20206470618602,468.466663125552,941.23416945538,1.89882841825956,12.2064397284304,23.0169163974434,0.157620982816335,3.29244051650799,4.08622172406602,0.0808999568898152,15.4988802449384,32.1456999536213,0.263179040883119,4119.21199945157,11459.6123554266,15.9527196156589,118.508354128106,245.499301516276,0.45569982031274,14.2721267004321,25.928477716143,0,279286.178049624,777201.365920203,1071.35500030088,2000.41314364003,5330.95337421814,7.8863256877244,349.958308997446,588.764554884096,1.20206470618602
Under 5 & HIV+ve,NAM,"[0,5)",174.157729625093,374.190765975151,1.81277343256966,16.5628680914479,24.6708721843834,0.63361311951757,157.594861533645,328.869695102766,1.18864472654937,179.981002783564,388.007300415617,2.01278812486625,3.22400847034618,3.65767219267298,0.311821529983881,4.61508417835778,5.78121134500104,0.299420211272531,7.83909264870396,11.3538417833509,0.656931400854594,1539.35726882623,4159.97619673982,10.8328689557403,22.3861412499197,34.4686297406605,0.864383978750453,1381.76240729258,3709.13135896508,9.77153244405632,102141.1282139,276433.420484804,686.484851555115,489.592950271253,1287.80862747077,3.4934118611173,157.594861533645,328.869695102766,1.18864472654937
Under 5 & HIV+ve,NAM,"[5,15)",311.066904231062,562.965405253122,2.04149880230875,52.016651979258,98.5748878358707,0.593792534406172,259.050252251804,417.913326999698,1.41266475202124,343.358742226786,662.97783510206,2.39510907283206,5.64766044121296,9.19772256419025,0.313293370348832,2.71531404951115,3.56165666237953,0.140988359287711,8.36297449072411,14.6822530693568,0.500662719969285,3075.2986000865,8532.4112705884,13.5240384861987,84.3084899749819,169.026630866333,0.98418696347537,64.2009322680926,160.988828391315,0,188373.263972979,523286.246692422,801.737906314513,1488.5992864847,3924.81383437004,6.67672585145211,259.050252251804,417.913326999698,1.41266475202124
Under 5 & HIV+ve,NCL,"[0,5)",0.131027493284332,0.335016137767291,0,0.00948002194113428,0,0,0.121547471343198,0.312818072577853,0,0.139817976424423,0.361415909697288,0,0.00408635467737759,0.000855650873547655,0,0.00297605424856228,0.00448547090966298,0,0.00706240892593987,0.00804208618368428,0,2.56308235852079,7.06229150328301,0,0.0182705050812254,0.0288327315057291,0,2.44153488717759,6.72372257173112,0,189.001096440285,520.386824802069,0,0.405112450684828,0.951818264326896,0,0.121547471343198,0.312818072577853,0
Under 5 & HIV+ve,NCL,"[5,15)",0.212494040789161,0.479288565007956,0,0.0328223650671414,0,0,0.17967167572202,0.412378307985582,0,0.244965120276143,0.582836826197419,0,0.00519882765520054,0.00135729357593084,0,0.00161372955316588,0.00283064383815336,0,0.00681255720836642,0.00575770665687066,0,6.17828399648227,17.0425758199684,0,0.065293444554124,0.126250592229561,0,0,0,0,418.982192264123,1154.77390389312,0,1.11202349802557,2.75667746246871,0,0.17967167572202,0.412378307985582,0
Under 5 & HIV+ve,NER,"[0,5)",355.575042117558,792.182861358548,0.0784888494623839,18.7545243071858,29.2051501303181,0.0178357897456925,336.820517810372,745.887986811776,0.0638469525345983,386.819730293227,871.555731159868,0.107608951932608,14.1201413752774,23.8643841062014,0.0311911056817573,7.98912494618184,10.6446707186987,0.0160030126939446,22.1092663214592,41.6023423917768,0.0455249183416248,3464.79821655676,9690.67235120985,0.579880188468561,49.9992124828548,85.8076419298899,0.0489863702413956,3127.97769874639,8668.33965508182,0.52009541760307,220430.588145925,615967.72335606,34.4580661566045,1108.77110838771,3016.93792573805,0.1862362866777,336.820517810372,745.887986811776,0.0638469525345983
